Year,Country,Variable name,Variable total,Variable per capita,Unit total,Unit per capita,Historical
2001,Slovenia,average distance travelled car,20766722942.71142,10435.046255458998,pkm,pkm / capita,1
2002,Slovenia,average distance travelled car,21216796850.97817,10640.180645075927,pkm,pkm / capita,1
2003,Slovenia,average distance travelled car,21663299902.45827,10858.617327361639,pkm,pkm / capita,1
2004,Slovenia,average distance travelled car,22115256081.52756,11077.38455611962,pkm,pkm / capita,1
2005,Slovenia,average distance travelled car,22565198967.4026,11296.211418460545,pkm,pkm / capita,1
2006,Slovenia,average distance travelled car,23210352997.149723,11585.724067864916,pkm,pkm / capita,1
2007,Slovenia,average distance travelled car,23841864904.433285,11859.399955547286,pkm,pkm / capita,1
2008,Slovenia,average distance travelled car,24467041183.032726,12171.02844596058,pkm,pkm / capita,1
2009,Slovenia,average distance travelled car,25093132050.201977,12346.782733687196,pkm,pkm / capita,1
2010,Slovenia,average distance travelled car,25626359840.368458,12519.130581095458,pkm,pkm / capita,1
2011,Slovenia,average distance travelled car,25703857885.410625,12537.31138222409,pkm,pkm / capita,1
2012,Slovenia,average distance travelled car,25772802050.95943,12538.483193817663,pkm,pkm / capita,1
2013,Slovenia,average distance travelled car,25833409082.441746,12547.671255753534,pkm,pkm / capita,1
2014,Slovenia,average distance travelled car,25897552860.991745,12565.009624053228,pkm,pkm / capita,1
2015,Slovenia,average distance travelled car,25950581438.271336,12579.818950779996,pkm,pkm / capita,1
2020,Slovenia,average distance travelled car,26534148976.00837,12837.77915312373,pkm,pkm / capita,1
2025,Slovenia,average distance travelled car,24896095657.398163,11982.601998230302,pkm,pkm / capita,1
2030,Slovenia,average distance travelled car,17533259280.58822,8441.03778911863,pkm,pkm / capita,1
2035,Slovenia,average distance travelled car,10823127947.299074,5223.6395600063315,pkm,pkm / capita,1
2040,Slovenia,average distance travelled car,10022200558.42266,4851.464849883506,pkm,pkm / capita,1
2045,Slovenia,average distance travelled car,9635425403.848871,4676.972298487357,pkm,pkm / capita,1
2050,Slovenia,average distance travelled car,9262431080.686205,4518.688849312243,pkm,pkm / capita,1
1990,Slovenia,average distance travelled plane,289376445.4436672,144.95080109802265,pkm,pkm / capita,1
1991,Slovenia,average distance travelled plane,289376445.4436672,144.69220175738192,pkm,pkm / capita,1
1992,Slovenia,average distance travelled plane,289376445.4436672,144.76697595675407,pkm,pkm / capita,1
1993,Slovenia,average distance travelled plane,289376445.44366723,145.11748022834908,pkm,pkm / capita,1
1994,Slovenia,average distance travelled plane,289376445.4436672,145.45857131552057,pkm,pkm / capita,1
1995,Slovenia,average distance travelled plane,289376445.4436672,145.45352645125686,pkm,pkm / capita,1
1996,Slovenia,average distance travelled plane,289376445.4436672,145.3958643938384,pkm,pkm / capita,1
1997,Slovenia,average distance travelled plane,289376445.4436672,145.6356554785493,pkm,pkm / capita,1
1998,Slovenia,average distance travelled plane,289376445.44366723,145.7872398292867,pkm,pkm / capita,1
1999,Slovenia,average distance travelled plane,289376445.4436672,146.27279592003532,pkm,pkm / capita,1
2000,Slovenia,average distance travelled plane,289376445.4436672,145.57953341516796,pkm,pkm / capita,1
2001,Slovenia,average distance travelled plane,303338857.92271,152.42438694991793,pkm,pkm / capita,1
2002,Slovenia,average distance travelled plane,317301270.4017529,159.12594439678966,pkm,pkm / capita,1
2003,Slovenia,average distance travelled plane,331263682.8807957,166.04421224149962,pkm,pkm / capita,1
2004,Slovenia,average distance travelled plane,345226095.3598386,172.921453091508,pkm,pkm / capita,1
2005,Slovenia,average distance travelled plane,359188507.8388815,179.8109260853736,pkm,pkm / capita,1
2006,Slovenia,average distance travelled plane,358074900.2504694,178.73735011439263,pkm,pkm / capita,1
2007,Slovenia,average distance travelled plane,356961292.66205734,177.559379490542,pkm,pkm / capita,1
2008,Slovenia,average distance travelled plane,355847685.0736452,177.01495922866303,pkm,pkm / capita,1
2009,Slovenia,average distance travelled plane,354734077.4852332,174.5427623057473,pkm,pkm / capita,1
2010,Slovenia,average distance travelled plane,353620469.8968211,172.75262137749593,pkm,pkm / capita,1
2011,Slovenia,average distance travelled plane,357376949.1965885,174.3141482061354,pkm,pkm / capita,1
2012,Slovenia,average distance travelled plane,361133428.496356,175.69162309065842,pkm,pkm / capita,1
2013,Slovenia,average distance travelled plane,364889907.79612345,177.23245867228061,pkm,pkm / capita,1
2014,Slovenia,average distance travelled plane,368646387.0958909,178.86035126930275,pkm,pkm / capita,1
2015,Slovenia,average distance travelled plane,372402866.3956584,180.52623010210917,pkm,pkm / capita,1
2020,Slovenia,average distance travelled plane,380827067.22129136,184.2521419827428,pkm,pkm / capita,1
2025,Slovenia,average distance travelled plane,363304855.5972765,174.8602491151279,pkm,pkm / capita,1
2030,Slovenia,average distance travelled plane,346417269.5058594,166.77568134406505,pkm,pkm / capita,1
2035,Slovenia,average distance travelled plane,331054514.66439056,159.7790830654606,pkm,pkm / capita,1
2040,Slovenia,average distance travelled plane,317796214.4813324,153.83619146261384,pkm,pkm / capita,1
2045,Slovenia,average distance travelled plane,306087219.5561916,148.57272894391238,pkm,pkm / capita,1
2050,Slovenia,average distance travelled plane,294438948.2469411,143.6424174880996,pkm,pkm / capita,1
1990,Slovenia,transported goods,15.590316667980298,7.809304889798019e-06,km,km / capita,1
1991,Slovenia,transported goods,15.590316667980298,7.795372706739585e-06,km,km / capita,1
1992,Slovenia,transported goods,15.590316667980298,7.799401208247436e-06,km,km / capita,1
1993,Slovenia,transported goods,15.590316667980298,7.818284820489156e-06,km,km / capita,1
1994,Slovenia,transported goods,15.590316667980298,7.836661292193606e-06,km,km / capita,1
1995,Slovenia,transported goods,15.590316667980298,7.836389497330353e-06,km,km / capita,1
1996,Slovenia,transported goods,15.590316667980298,7.833282921971384e-06,km,km / capita,1
1997,Slovenia,transported goods,15.590316667980298,7.84620179979874e-06,km,km / capita,1
1998,Slovenia,transported goods,15.590316667980298,7.854368490858486e-06,km,km / capita,1
1999,Slovenia,transported goods,15.590316667980298,7.880528094841568e-06,km,km / capita,1
2000,Slovenia,transported goods,15.590316667980298,7.843178192473568e-06,km,km / capita,1
2001,Slovenia,transported goods,15.590316667980298,7.833959937560889e-06,km,km / capita,1
2002,Slovenia,transported goods,15.590316667980298,7.818512230021222e-06,km,km / capita,1
2003,Slovenia,transported goods,15.590316667980298,7.81456580817475e-06,km,km / capita,1
2004,Slovenia,transported goods,15.590316667980298,7.809085838583262e-06,km,km / capita,1
2005,Slovenia,transported goods,15.590316667980298,7.804562832202953e-06,km,km / capita,1
2006,Slovenia,transported goods,15.821319576463944,7.897400053542074e-06,km,km / capita,1
2007,Slovenia,transported goods,16.00783027192554,7.962601179741679e-06,km,km / capita,1
2008,Slovenia,transported goods,15.86491679790812,7.891937247158525e-06,km,km / capita,1
2009,Slovenia,transported goods,14.73870445593583,7.252007494696235e-06,km,km / capita,1
2010,Slovenia,transported goods,15.689482363785007,7.664712416650224e-06,km,km / capita,1
2011,Slovenia,transported goods,15.689482363785007,7.652700489459756e-06,km,km / capita,1
2012,Slovenia,transported goods,15.689482363785007,7.632942298980395e-06,km,km / capita,1
2013,Slovenia,transported goods,15.689482363785007,7.620615082022676e-06,km,km / capita,1
2014,Slovenia,transported goods,15.689482363785007,7.6122442130164484e-06,km,km / capita,1
2015,Slovenia,transported goods,15.689482363785007,7.60564259561418e-06,km,km / capita,1
2020,Slovenia,transported goods,15.689482363785007,7.59090143781207e-06,km,km / capita,1
2025,Slovenia,transported goods,14.826560833776808,7.136089928257613e-06,km,km / capita,1
2030,Slovenia,transported goods,13.963639303768629,6.722515486166862e-06,km,km / capita,1
2035,Slovenia,transported goods,13.10071777376045,6.322888166962012e-06,km,km / capita,1
2040,Slovenia,transported goods,12.237796243752303,5.923972282385139e-06,km,km / capita,1
2045,Slovenia,transported goods,12.237796243752303,5.940146036904535e-06,km,km / capita,1
2050,Slovenia,transported goods,12.237796243752303,5.970224549590062e-06,km,km / capita,1
1990,Slovenia,meat consumption,117062057243.25,58637.25,kcal,kcal / capita,1
1991,Slovenia,meat consumption,117271274951.25,58637.25,kcal,kcal / capita,1
1992,Slovenia,meat consumption,117210702672.0,58637.25,kcal,kcal / capita,1
1993,Slovenia,meat consumption,196116665837.00003,98349.25000000001,kcal,kcal / capita,1
1994,Slovenia,meat consumption,206766633720.00003,103933.75000000001,kcal,kcal / capita,1
1995,Slovenia,meat consumption,207391040388.00003,104244.00000000001,kcal,kcal / capita,1
1996,Slovenia,meat consumption,209325728983.49997,105174.74999999999,kcal,kcal / capita,1
1997,Slovenia,meat consumption,213296314688.50003,107346.50000000001,kcal,kcal / capita,1
1998,Slovenia,meat consumption,202605556686.74997,102072.24999999999,kcal,kcal / capita,1
1999,Slovenia,meat consumption,220346346336.50003,111379.75000000001,kcal,kcal / capita,1
2000,Slovenia,meat consumption,219545551995.00003,110449.00000000001,kcal,kcal / capita,1
2001,Slovenia,meat consumption,209307638926.50003,105174.75000000001,kcal,kcal / capita,1
2002,Slovenia,meat consumption,199204194413.00003,99900.50000000001,kcal,kcal / capita,1
2003,Slovenia,meat consumption,225301071723.00003,112931.00000000001,kcal,kcal / capita,1
2004,Slovenia,meat consumption,218645848402.25,109518.25,kcal,kcal / capita,1
2005,Slovenia,meat consumption,221871322505.0,111069.5,kcal,kcal / capita,1
2006,Slovenia,meat consumption,214431927727.5,107036.25,kcal,kcal / capita,1
2007,Slovenia,meat consumption,206451142666.75003,102692.75000000001,kcal,kcal / capita,1
2008,Slovenia,meat consumption,215795341208.50003,107346.50000000001,kcal,kcal / capita,1
2009,Slovenia,meat consumption,215014245880.50003,105795.25000000001,kcal,kcal / capita,1
2010,Slovenia,meat consumption,214020040448.0,104554.25,kcal,kcal / capita,1
2011,Slovenia,meat consumption,202906692782.75003,98969.75000000001,kcal,kcal / capita,1
2012,Slovenia,meat consumption,193866160736.00003,94316.00000000001,kcal,kcal / capita,1
2013,Slovenia,meat consumption,175656034193.75,85318.75,kcal,kcal / capita,1
2014,Slovenia,meat consumption,197430688060.9375,95789.6875,kcal,kcal / capita,1
2015,Slovenia,meat consumption,193082008786.21875,93598.546875,kcal,kcal / capita,1
2020,Slovenia,meat consumption,176343617999.99997,85318.75,kcal,kcal / capita,1
2025,Slovenia,meat consumption,143150413150.16553,68898.93299999999,kcal,kcal / capita,1
2030,Slovenia,meat consumption,127610335602.52023,61435.4495,kcal,kcal / capita,1
2035,Slovenia,meat consumption,111826994703.26529,53971.82,kcal,kcal / capita,1
2040,Slovenia,meat consumption,96077347865.93404,46508.336500000005,kcal,kcal / capita,1
2045,Slovenia,meat consumption,80439446951.9023,39044.78,kcal,kcal / capita,1
2050,Slovenia,meat consumption,64735275605.065216,31581.186999999994,kcal,kcal / capita,1
1990,Slovenia,food waste,399260061715.72644,199992.31694000002,kcal,kcal / capita,1
1991,Slovenia,food waste,399973634302.56836,199992.31694000002,kcal,kcal / capita,1
1992,Slovenia,food waste,399767042239.1693,199992.31694000002,kcal,kcal / capita,1
1993,Slovenia,food waste,398801479332.983,199992.31694000002,kcal,kcal / capita,1
1994,Slovenia,food waste,397866315258.97156,199992.31694000002,kcal,kcal / capita,1
1995,Slovenia,food waste,397880114728.8404,199992.31694000002,kcal,kcal / capita,1
1996,Slovenia,food waste,398037908666.90607,199992.31694000002,kcal,kcal / capita,1
1997,Slovenia,food waste,397382533844.2937,199992.31694000002,kcal,kcal / capita,1
1998,Slovenia,food waste,396969349717.49567,199992.31694000002,kcal,kcal / capita,1
1999,Slovenia,food waste,395651600341.178,199992.31694000002,kcal,kcal / capita,1
2000,Slovenia,food waste,397535727959.06976,199992.31694000002,kcal,kcal / capita,1
2001,Slovenia,food waste,398003509988.3924,199992.31694000002,kcal,kcal / capita,1
2002,Slovenia,food waste,398789879778.60046,199992.31694000002,kcal,kcal / capita,1
2003,Slovenia,food waste,398991272041.75903,199992.31694000002,kcal,kcal / capita,1
2004,Slovenia,food waste,399271261285.47504,199992.31694000002,kcal,kcal / capita,1
2005,Slovenia,food waste,399502652396.1746,199992.31694000002,kcal,kcal / capita,1
2006,Slovenia,food waste,400656208080.28455,199992.31694000002,kcal,kcal / capita,1
2007,Slovenia,food waste,402059954152.8864,199992.31694000002,kcal,kcal / capita,1
2008,Slovenia,food waste,402038354982.6569,199992.31694000002,kcal,kcal / capita,1
2009,Slovenia,food waste,406456785240.8123,199992.31694000002,kcal,kcal / capita,1
2010,Slovenia,food waste,409379472960.5735,199992.31694000002,kcal,kcal / capita,1
2011,Slovenia,food waste,410022048274.9017,199992.31694000002,kcal,kcal / capita,1
2012,Slovenia,food waste,411083407500.9023,199992.31694000002,kcal,kcal / capita,1
2013,Slovenia,food waste,411748381954.7278,199992.31694000002,kcal,kcal / capita,1
2014,Slovenia,food waste,412201164560.27997,199992.31694000002,kcal,kcal / capita,1
2015,Slovenia,food waste,412558950815.2856,199992.31694000002,kcal,kcal / capita,1
2020,Slovenia,food waste,413360120036.94714,199992.31694000002,kcal,kcal / capita,1
2025,Slovenia,food waste,370158346934.28546,178158.86509571417,kcal,kcal / capita,1
2030,Slovenia,food waste,281887418255.7029,135709.0722092858,kcal,kcal / capita,1
2035,Slovenia,food waste,236785363358.0648,114281.32396571421,kcal,kcal / capita,1
2040,Slovenia,food waste,191817767880.2198,92853.57572214273,kcal,kcal / capita,1
2045,Slovenia,food waste,147150376067.12802,71425.82747857152,kcal,kcal / capita,1
2050,Slovenia,food waste,102486313734.87051,49998.079235000005,kcal,kcal / capita,1
1990,Slovenia,cement production,1.2999999999999998,6.511796118668968e-07,Mt,Mt / capita,1
1991,Slovenia,cement production,1.3,6.500178754915761e-07,Mt,Mt / capita,1
1992,Slovenia,cement production,1.3,6.503537924631e-07,Mt,Mt / capita,1
1993,Slovenia,cement production,1.3,6.519284042196819e-07,Mt,Mt / capita,1
1994,Slovenia,cement production,1.3,6.534607280155705e-07,Mt,Mt / capita,1
1995,Slovenia,cement production,1.3000000000000005,6.534380643757131e-07,Mt,Mt / capita,1
1996,Slovenia,cement production,1.3,6.531790223015416e-07,Mt,Mt / capita,1
1997,Slovenia,cement production,1.3,6.542562641262735e-07,Mt,Mt / capita,1
1998,Slovenia,cement production,1.3,6.549372444170379e-07,Mt,Mt / capita,1
1999,Slovenia,cement production,1.3,6.57118565419186e-07,Mt,Mt / capita,1
2000,Slovenia,cement production,1.2999999999999998,6.540041403492884e-07,Mt,Mt / capita,1
2001,Slovenia,cement production,1.237,6.215786791980681e-07,Mt,Mt / capita,1
2002,Slovenia,cement production,1.1779999999999995,5.907646139017242e-07,Mt,Mt / capita,1
2003,Slovenia,cement production,1.37,6.867054329427133e-07,Mt,Mt / capita,1
2004,Slovenia,cement production,1.1860000000000002,5.940595051273948e-07,Mt,Mt / capita,1
2005,Slovenia,cement production,1.114,5.576719947536782e-07,Mt,Mt / capita,1
2006,Slovenia,cement production,1.269,6.334364601833521e-07,Mt,Mt / capita,1
2007,Slovenia,cement production,1.3000000000000005,6.46644883024428e-07,Mt,Mt / capita,1
2008,Slovenia,cement production,1.525,7.586049429205743e-07,Mt,Mt / capita,1
2009,Slovenia,cement production,1.082,5.323854706986256e-07,Mt,Mt / capita,1
2010,Slovenia,cement production,0.799,3.903318846923462e-07,Mt,Mt / capita,1
2011,Slovenia,cement production,0.6200000000000001,3.024111435579842e-07,Mt,Mt / capita,1
2012,Slovenia,cement production,0.953,4.636350545075252e-07,Mt,Mt / capita,1
2013,Slovenia,cement production,1.1389999999999998,5.532292511102227e-07,Mt,Mt / capita,1
2014,Slovenia,cement production,1.326,6.433504683212968e-07,Mt,Mt / capita,1
2015,Slovenia,cement production,1.3203698292410575,6.400632463451755e-07,Mt,Mt / capita,1
2020,Slovenia,cement production,1.3199308777401404,6.386103101003157e-07,Mt,Mt / capita,1
2025,Slovenia,cement production,1.218275209027888,5.863612975697262e-07,Mt,Mt / capita,1
2030,Slovenia,cement production,0.9813547795219596,4.7245367480809517e-07,Mt,Mt / capita,1
2035,Slovenia,cement production,0.7682756995896916,3.7079810540073597e-07,Mt,Mt / capita,1
2040,Slovenia,cement production,0.7139179670189383,3.455875685686518e-07,Mt,Mt / capita,1
2045,Slovenia,cement production,0.6857506649863819,3.32858875388051e-07,Mt,Mt / capita,1
2050,Slovenia,cement production,0.658128637556637,3.2106889757498907e-07,Mt,Mt / capita,1
1990,Slovenia,steel production,0.519,2.59970937353015e-07,Mt,Mt / capita,1
1991,Slovenia,steel production,0.519,2.595071364462523e-07,Mt,Mt / capita,1
1992,Slovenia,steel production,0.519,2.5964124483719146e-07,Mt,Mt / capita,1
1993,Slovenia,steel production,0.519,2.6026987830001147e-07,Mt,Mt / capita,1
1994,Slovenia,steel production,0.519,2.608816291077547e-07,Mt,Mt / capita,1
1995,Slovenia,steel production,0.519,2.6087258108538073e-07,Mt,Mt / capita,1
1996,Slovenia,steel production,0.519,2.607691635188462e-07,Mt,Mt / capita,1
1997,Slovenia,steel production,0.519,2.611992316011815e-07,Mt,Mt / capita,1
1998,Slovenia,steel production,0.519,2.6147109988649435e-07,Mt,Mt / capita,1
1999,Slovenia,steel production,0.519,2.623419503481212e-07,Mt,Mt / capita,1
2000,Slovenia,steel production,0.519,2.610985760317544e-07,Mt,Mt / capita,1
2001,Slovenia,steel production,0.462,2.321498381483488e-07,Mt,Mt / capita,1
2002,Slovenia,steel production,0.481,2.4122052571029667e-07,Mt,Mt / capita,1
2003,Slovenia,steel production,0.541,2.7117345928613717e-07,Mt,Mt / capita,1
2004,Slovenia,steel production,0.5660000000000001,2.835056322951985e-07,Mt,Mt / capita,1
2005,Slovenia,steel production,0.583,2.9185168127593747e-07,Mt,Mt / capita,1
2006,Slovenia,steel production,0.628,3.1347367769514984e-07,Mt,Mt / capita,1
2007,Slovenia,steel production,0.638,3.173534118227576e-07,Mt,Mt / capita,1
2008,Slovenia,steel production,0.642,3.193602448229565e-07,Mt,Mt / capita,1
2009,Slovenia,steel production,0.43,2.1157648096156097e-07,Mt,Mt / capita,1
2010,Slovenia,steel production,0.606,2.960464607303652e-07,Mt,Mt / capita,1
2011,Slovenia,steel production,0.648,3.160684210089899e-07,Mt,Mt / capita,1
2012,Slovenia,steel production,0.6320000000000001,3.0746836773216786e-07,Mt,Mt / capita,1
2013,Slovenia,steel production,0.618,3.001717973539225e-07,Mt,Mt / capita,1
2014,Slovenia,steel production,0.615,2.9838652942503586e-07,Mt,Mt / capita,1
2015,Slovenia,steel production,0.60395733,2.927747065501819e-07,Mt,Mt / capita,1
2020,Slovenia,steel production,0.5332883514196056,2.580161167651754e-07,Mt,Mt / capita,1
2025,Slovenia,steel production,0.3748891184665691,1.8043580655657603e-07,Mt,Mt / capita,1
2030,Slovenia,steel production,0.4365421964142214,2.1016452888237146e-07,Mt,Mt / capita,1
2035,Slovenia,steel production,0.324629368622514,1.5667807130558946e-07,Mt,Mt / capita,1
2040,Slovenia,steel production,0.1474954267299094,7.139837944046722e-08,Mt,Mt / capita,1
2045,Slovenia,steel production,0.0716022542651248,3.4755264627285516e-08,Mt,Mt / capita,1
2050,Slovenia,steel production,0.0045266690584478,2.208341289749111e-09,Mt,Mt / capita,1
1990,Slovakia,final energy demand,74.99286588867837,1.4182610708866728e-05,TWh,TWh / capita,1
1991,Slovakia,final energy demand,63.83655975603283,1.2020341486485111e-05,TWh,TWh / capita,1
1992,Slovakia,final energy demand,60.51504089811183,1.142682144961294e-05,TWh,TWh / capita,1
1993,Slovakia,final energy demand,60.49585795399197,1.1383909192334807e-05,TWh,TWh / capita,1
1994,Slovakia,final energy demand,56.03153719672834,1.0499767579175377e-05,TWh,TWh / capita,1
1995,Slovakia,final energy demand,57.51565579171861,1.0738131627795306e-05,TWh,TWh / capita,1
1996,Slovakia,final energy demand,58.31380372238921,1.0863652214857364e-05,TWh,TWh / capita,1
1997,Slovakia,final energy demand,58.23235708725499,1.0826007297964537e-05,TWh,TWh / capita,1
1998,Slovakia,final energy demand,59.6455479612479,1.1070791154074207e-05,TWh,TWh / capita,1
1999,Slovakia,final energy demand,59.94237595838721,1.1114060891364122e-05,TWh,TWh / capita,1
2000,Slovakia,final energy demand,58.93540802095178,1.0916679466939978e-05,TWh,TWh / capita,1
2001,Slovakia,final energy demand,55.050777369021624,1.0234801695666403e-05,TWh,TWh / capita,1
2002,Slovakia,final energy demand,55.97858573763547,1.0406970752779764e-05,TWh,TWh / capita,1
2003,Slovakia,final energy demand,50.151532199047494,9.33073808423892e-06,TWh,TWh / capita,1
2004,Slovakia,final energy demand,49.19971756002533,9.158760685984937e-06,TWh,TWh / capita,1
2005,Slovakia,final energy demand,53.43785308579422,9.946209964997802e-06,TWh,TWh / capita,1
2006,Slovakia,final energy demand,53.22667726360855,9.906456454210544e-06,TWh,TWh / capita,1
2007,Slovakia,final energy demand,53.09378868234059,9.881260014058823e-06,TWh,TWh / capita,1
2008,Slovakia,final energy demand,56.23854446954058,1.0460914243122957e-05,TWh,TWh / capita,1
2009,Slovakia,final energy demand,53.1708498268723,9.878648920225806e-06,TWh,TWh / capita,1
2010,Slovakia,final energy demand,60.08796690387388,1.114719787620494e-05,TWh,TWh / capita,1
2011,Slovakia,final energy demand,52.08211801207632,9.658347624079373e-06,TWh,TWh / capita,1
2012,Slovakia,final energy demand,48.62773066359459,8.99793362860218e-06,TWh,TWh / capita,1
2013,Slovakia,final energy demand,53.30410493711834,9.851362143875427e-06,TWh,TWh / capita,1
2014,Slovakia,final energy demand,45.31281474683996,8.366551226172913e-06,TWh,TWh / capita,1
2015,Slovakia,final energy demand,48.29362518161796,8.908045798493688e-06,TWh,TWh / capita,1
2020,Slovakia,final energy demand,50.250356621710594,9.231903140425086e-06,TWh,TWh / capita,1
2025,Slovakia,final energy demand,47.57201329182989,8.70133762002811e-06,TWh,TWh / capita,1
2030,Slovakia,final energy demand,43.44707760890675,7.959003512676804e-06,TWh,TWh / capita,1
2035,Slovakia,final energy demand,36.25021717877163,6.686552538147054e-06,TWh,TWh / capita,1
2040,Slovakia,final energy demand,30.02199334771808,5.588761400988586e-06,TWh,TWh / capita,1
2045,Slovakia,final energy demand,26.32246831732781,4.946797458372808e-06,TWh,TWh / capita,1
2050,Slovakia,final energy demand,22.81009345153626,4.332791188951197e-06,TWh,TWh / capita,1
1990,Slovakia,final energy demand industry,0.0064622622569999,1.2221395835929598e-09,TWh,TWh / capita,1
1991,Slovakia,final energy demand industry,0.006462262257,1.2168356095822198e-09,TWh,TWh / capita,1
1992,Slovakia,final energy demand industry,0.0064622622569999,1.220244023227862e-09,TWh,TWh / capita,1
1993,Slovakia,final energy demand industry,0.006462262257,1.2160470022044897e-09,TWh,TWh / capita,1
1994,Slovakia,final energy demand industry,0.0064622622569999,1.2109653800134922e-09,TWh,TWh / capita,1
1995,Slovakia,final energy demand industry,0.006462262257,1.2064997220981191e-09,TWh,TWh / capita,1
1996,Slovakia,final energy demand industry,0.0064622622569999,1.2038962509710515e-09,TWh,TWh / capita,1
1997,Slovakia,final energy demand industry,0.0064622622569999,1.2014024823143146e-09,TWh,TWh / capita,1
1998,Slovakia,final energy demand industry,0.006462262257,1.1994584386513602e-09,TWh,TWh / capita,1
1999,Slovakia,final energy demand industry,0.006462262257,1.1981836734353325e-09,TWh,TWh / capita,1
2000,Slovakia,final energy demand industry,0.006462262257,1.1970129343279264e-09,TWh,TWh / capita,1
2001,Slovakia,final energy demand industry,0.0064622622569999,1.2014357628853777e-09,TWh,TWh / capita,1
2002,Slovakia,final energy demand industry,0.006462262257,1.2013982386156707e-09,TWh,TWh / capita,1
2003,Slovakia,final energy demand industry,0.006462262257,1.2023097582026589e-09,TWh,TWh / capita,1
2004,Slovakia,final energy demand industry,0.0064622622569999,1.2029807575567006e-09,TWh,TWh / capita,1
2005,Slovakia,final energy demand industry,0.0064622622569999,1.202799393040891e-09,TWh,TWh / capita,1
2006,Slovakia,final energy demand industry,0.006462262257,1.2027449943494497e-09,TWh,TWh / capita,1
2007,Slovakia,final energy demand industry,0.006462262257,1.202688586088685e-09,TWh,TWh / capita,1
2008,Slovakia,final energy demand industry,0.0064622622569999,1.2020434014550237e-09,TWh,TWh / capita,1
2009,Slovakia,final energy demand industry,0.0064622622569999,1.2006281689156753e-09,TWh,TWh / capita,1
2010,Slovakia,final energy demand industry,0.006462262257,1.1988442914360875e-09,TWh,TWh / capita,1
2011,Slovakia,final energy demand industry,0.0082772456939999,1.534970529885677e-09,TWh,TWh / capita,1
2012,Slovakia,final energy demand industry,0.008718399345,1.613227217956295e-09,TWh,TWh / capita,1
2013,Slovakia,final energy demand industry,0.0,0.0,TWh,TWh / capita,1
2014,Slovakia,final energy demand industry,0.0,0.0,TWh,TWh / capita,1
2015,Slovakia,final energy demand industry,1.90376539434,3.5116082627036186e-07,TWh,TWh / capita,1
2020,Slovakia,final energy demand industry,2.5862179716791758,4.751352113639192e-07,TWh,TWh / capita,1
2025,Slovakia,final energy demand industry,2.984897798912341,5.459639336743319e-07,TWh,TWh / capita,1
2030,Slovakia,final energy demand industry,3.086611446460899,5.654316169613803e-07,TWh,TWh / capita,1
2035,Slovakia,final energy demand industry,1.9859101414030855,3.663120811399438e-07,TWh,TWh / capita,1
2040,Slovakia,final energy demand industry,0.4197518110541501,7.813913927846486e-08,TWh,TWh / capita,1
2045,Slovakia,final energy demand industry,0.0524498583370688,9.856933733795272e-09,TWh,TWh / capita,1
2050,Slovakia,final energy demand industry,0.0097660108852492,1.8550597350559893e-09,TWh,TWh / capita,1
1990,Slovakia,living space,145828887.4566396,27.5790812418718,m2,m2 / capita,1
1991,Slovakia,living space,146464530.12110224,27.5790812418718,m2,m2 / capita,1
1992,Slovakia,living space,146055422.0299603,27.5790812418718,m2,m2 / capita,1
1993,Slovakia,living space,146559512.47689924,27.5790812418718,m2,m2 / capita,1
1994,Slovakia,living space,147174525.98859298,27.5790812418718,m2,m2 / capita,1
1995,Slovakia,living space,147719268.00128242,27.5790812418718,m2,m2 / capita,1
1996,Slovakia,living space,148038716.49930704,27.5790812418718,m2,m2 / capita,1
1997,Slovakia,living space,148346002.62250397,27.5790812418718,m2,m2 / capita,1
1998,Slovakia,living space,148586437.0527706,27.5790812418718,m2,m2 / capita,1
1999,Slovakia,living space,148744520.34644902,27.5790812418718,m2,m2 / capita,1
2000,Slovakia,living space,148889999.99999988,27.5790812418718,m2,m2 / capita,1
2001,Slovakia,living space,156999999.99999988,29.1887588698038,m2,m2 / capita,1
2002,Slovakia,living space,159080000.00000024,29.5745397197335,m2,m2 / capita,1
2003,Slovakia,living space,161500000.0,30.0472215808634,m2,m2 / capita,1
2004,Slovakia,living space,161970000.00000018,30.1514834205934,m2,m2 / capita,1
2005,Slovakia,living space,162679999.99999997,30.2790876442598,m2,m2 / capita,1
2006,Slovakia,living space,163300000.00000012,30.3931115399276,m2,m2 / capita,1
2007,Slovakia,living space,164160000.0000002,30.5517403102074,m2,m2 / capita,1
2008,Slovakia,living space,163839999.99999985,30.4758276687182,m2,m2 / capita,1
2009,Slovakia,living space,165240000.00000027,30.7000537492469,m2,m2 / capita,1
2010,Slovakia,living space,166669999.9999998,30.9197259577657,m2,m2 / capita,1
2011,Slovakia,living space,167920000.00000018,31.1398574969504,m2,m2 / capita,1
2012,Slovakia,living space,169239999.99999973,31.3156766010611,m2,m2 / capita,1
2013,Slovakia,living space,170599999.99999988,31.5293237496017,m2,m2 / capita,1
2014,Slovakia,living space,171539999.99999994,31.6731195216203,m2,m2 / capita,1
2015,Slovakia,living space,172490601.91025394,31.8169152936389,m2,m2 / capita,1
2020,Slovakia,living space,176722639.33166716,32.46715841863989,m2,m2 / capita,1
2025,Slovakia,living space,168152242.78186268,30.756517009996,m2,m2 / capita,1
2030,Slovakia,living space,158610228.52459747,29.05556450395069,m2,m2 / capita,1
